frame,video,lm_nose_x,lm_nose_y,lm_nose_z,lm_left_shoulder_x,lm_left_shoulder_y,lm_left_shoulder_z,lm_right_shoulder_x,lm_right_shoulder_y,lm_right_shoulder_z,lm_left_elbow_x,lm_left_elbow_y,lm_left_elbow_z,lm_right_elbow_x,lm_right_elbow_y,lm_right_elbow_z,lm_left_wrist_x,lm_left_wrist_y,lm_left_wrist_z,lm_right_wrist_x,lm_right_wrist_y,lm_right_wrist_z,lm_right_pinky_x,lm_right_pinky_y,lm_right_pinky_z,lm_right_index_x,lm_right_index_y,lm_right_index_z,lm_left_hip_x,lm_left_hip_y,lm_left_hip_z,lm_right_hip_x,lm_right_hip_y,lm_right_hip_z,label
11,IMG_1773.MOV,0.4285503327846527,0.1473853439092636,-0.24269671738147736,0.479069322347641,0.22762945294380188,-0.07962756603956223,0.3905092179775238,0.24201375246047974,0.0076535423286259174,0.5008873343467712,0.3580414950847626,-0.1613113135099411,0.3767196238040924,0.3515391945838928,-0.029914554208517075,0.45876577496528625,0.36691388487815857,-0.35643690824508667,0.35646241903305054,0.37665751576423645,-0.2577396631240845,0.3458641469478607,0.3820716142654419,-0.3068605959415436,0.34942924976348877,0.3708885610103607,-0.3320304751396179,0.46176964044570923,0.48273083567619324,-0.024989517405629158,0.41126933693885803,0.4810490310192108,0.025065403431653976,other
12,IMG_1773.MOV,0.42855003476142883,0.14738532900810242,-0.25465914607048035,0.4790390133857727,0.22784246504306793,-0.08704525977373123,0.3904520273208618,0.24245424568653107,-0.00230988091789186,0.5008989572525024,0.35803407430648804,-0.16618895530700684,0.3762892186641693,0.3516842722892761,-0.03367285057902336,0.45864883065223694,0.3669121563434601,-0.3585176169872284,0.35647648572921753,0.3767116963863373,-0.26619499921798706,0.3458777070045471,0.3821614682674408,-0.31481605768203735,0.34958288073539734,0.3708864152431488,-0.33940941095352173,0.46181872487068176,0.48276981711387634,-0.02482970617711544,0.4112972915172577,0.48129627108573914,0.02490863762795925,other
13,IMG_1773.MOV,0.42849206924438477,0.14768174290657043,-0.25824591517448425,0.479024738073349,0.22782234847545624,-0.09196250885725021,0.39048030972480774,0.24232962727546692,-0.013786828145384789,0.500922441482544,0.35807371139526367,-0.16826970875263214,0.37613534927368164,0.3513348400592804,-0.04535247012972832,0.45864561200141907,0.3675035536289215,-0.3605552315711975,0.356575608253479,0.3767542541027069,-0.2666175663471222,0.34592071175575256,0.38230055570602417,-0.31694719195365906,0.35018274188041687,0.3708873689174652,-0.340669721364975,0.4618793725967407,0.4827810227870941,-0.024351203814148903,0.41139131784439087,0.481314480304718,0.024429429322481155,other
14,IMG_1773.MOV,0.4284214973449707,0.1476743370294571,-0.24965426325798035,0.47900423407554626,0.22736196219921112,-0.08940759301185608,0.39061692357063293,0.24180278182029724,-0.007721542380750179,0.5009261965751648,0.35787346959114075,-0.16829679906368256,0.3761667013168335,0.34981417655944824,-0.043544951826334,0.4585009217262268,0.3673035502433777,-0.3601410686969757,0.3569822609424591,0.3764035701751709,-0.26696595549583435,0.3459748327732086,0.382299542427063,-0.31640416383743286,0.3506413996219635,0.37085196375846863,-0.3398073613643646,0.4618983268737793,0.48247218132019043,-0.024404995143413544,0.41141024231910706,0.4811798632144928,0.024481570348143578,other
15,IMG_1773.MOV,0.42843061685562134,0.14765359461307526,-0.2687281370162964,0.4790154993534088,0.22745773196220398,-0.09712154418230057,0.3906175196170807,0.24194319546222687,-0.01596212200820446,0.5008390545845032,0.35816216468811035,-0.17605961859226227,0.376210480928421,0.3509972393512726,-0.04552500322461128,0.4581151008605957,0.36840811371803284,-0.3750799000263214,0.3570707440376282,0.3764435052871704,-0.2692793905735016,0.34609419107437134,0.3822999596595764,-0.31778183579444885,0.3506995439529419,0.37081727385520935,-0.34180739521980286,0.46189841628074646,0.48252004384994507,-0.024396490305662155,0.41141194105148315,0.48118647933006287,0.024473998695611954,other
16,IMG_1773.MOV,0.42838162183761597,0.147677943110466,-0.24452456831932068,0.47901713848114014,0.2273186296224594,-0.08446167409420013,0.3906864523887634,0.241861492395401,-0.0014532278291881084,0.5008472204208374,0.35801681876182556,-0.16750676929950714,0.3763483762741089,0.3497726023197174,-0.04306812584400177,0.45810994505882263,0.36645978689193726,-0.3599763810634613,0.35770508646965027,0.3751981854438782,-0.27154141664505005,0.3469976782798767,0.3817051649093628,-0.3205474019050598,0.35180309414863586,0.37061360478401184,-0.34398773312568665,0.4619104266166687,0.4818338453769684,-0.024427302181720734,0.41141465306282043,0.48098188638687134,0.024503234773874283,other
17,IMG_1773.MOV,0.42836734652519226,0.14758190512657166,-0.2582102417945862,0.4790189564228058,0.22741013765335083,-0.08884566277265549,0.39064693450927734,0.24187378585338593,-0.014229022897779942,0.5006647706031799,0.35786327719688416,-0.17087729275226593,0.3762516379356384,0.35024741291999817,-0.05490050092339516,0.45814248919487,0.36691707372665405,-0.36742499470710754,0.3577539324760437,0.37521716952323914,-0.28204119205474854,0.34705427289009094,0.38155362010002136,-0.33226901292800903,0.3517928123474121,0.3702033460140228,-0.35664162039756775,0.4618857204914093,0.4817289113998413,-0.023255789652466774,0.41137707233428955,0.48056283593177795,0.02334410883486271,other
18,IMG_1773.MOV,0.4283745586872101,0.1475851833820343,-0.2754659354686737,0.47902625799179077,0.22774626314640045,-0.1041947677731514,0.3906199038028717,0.24198339879512787,-0.02676774002611637,0.5006267428398132,0.3580576479434967,-0.19379834830760956,0.3763783574104309,0.3507392704486847,-0.07287026941776276,0.45795485377311707,0.36690622568130493,-0.3951778709888458,0.3583739697933197,0.37553489208221436,-0.30261245369911194,0.34787848591804504,0.3815285265445709,-0.3536587953567505,0.35251596570014954,0.3701268434524536,-0.37740883231163025,0.46189671754837036,0.4818182587623596,-0.023168165236711502,0.4113650619983673,0.481040894985199,0.023256778717041016,other
19,IMG_1773.MOV,0.4282456934452057,0.14758692681789398,-0.27154889702796936,0.47906601428985596,0.22771760821342468,-0.10271986573934555,0.39065712690353394,0.24198845028877258,-0.025480447337031364,0.5005778670310974,0.3584413230419159,-0.19072888791561127,0.37637001276016235,0.3504079282283783,-0.06871805340051651,0.4578841030597687,0.3663964867591858,-0.3908463716506958,0.35851576924324036,0.37552201747894287,-0.29729604721069336,0.347995787858963,0.38123682141304016,-0.3491244614124298,0.35289591550827026,0.36993271112442017,-0.3726763427257538,0.4619322121143341,0.48181208968162537,-0.02330818958580494,0.41137295961380005,0.4810468256473541,0.02339596301317215,other
20,IMG_1773.MOV,0.4282993674278259,0.1477317065000534,-0.2719433605670929,0.4790855348110199,0.22787190973758698,-0.10181014239788055,0.3907226622104645,0.24218077957630157,-0.02398952655494213,0.5004894137382507,0.3590676188468933,-0.18810473382472992,0.3767179548740387,0.35092782974243164,-0.06760578602552414,0.45743364095687866,0.3653312027454376,-0.38745683431625366,0.3601115942001343,0.3754828870296478,-0.29281219840049744,0.34860363602638245,0.3811958432197571,-0.34364446997642517,0.35333532094955444,0.36984285712242126,-0.3679673373699188,0.4619520902633667,0.4818344712257385,-0.023268992081284523,0.41142550110816956,0.48098093271255493,0.023356301710009575,other
21,IMG_1773.MOV,0.42834901809692383,0.14784294366836548,-0.27084091305732727,0.4791363477706909,0.2279704511165619,-0.10098975151777267,0.3910018801689148,0.24230824410915375,-0.023083653301000595,0.5004346370697021,0.3592359125614166,-0.18738438189029694,0.378390908241272,0.3513585329055786,-0.05747505649924278,0.45743998885154724,0.36447739601135254,-0.3853262662887573,0.36130931973457336,0.3755127191543579,-0.27595004439353943,0.3492411971092224,0.38117656111717224,-0.3244754672050476,0.35372304916381836,0.369829922914505,-0.3506937325000763,0.4619806408882141,0.4818819463253021,-0.023273948580026627,0.4114687144756317,0.48099032044410706,0.023360688239336014,other
22,IMG_1773.MOV,0.42848485708236694,0.1479782611131668,-0.26686567068099976,0.47922614216804504,0.22797587513923645,-0.10028471797704697,0.3911692202091217,0.24232697486877441,-0.01728447899222374,0.5002223253250122,0.35953783988952637,-0.1884049028158188,0.37840336561203003,0.3516613841056824,-0.05541638657450676,0.4572318494319916,0.3643617331981659,-0.3886004686355591,0.362394243478775,0.37540194392204285,-0.2765865921974182,0.3499239683151245,0.3811524212360382,-0.3247426152229309,0.3542177379131317,0.36978083848953247,-0.3509534001350403,0.4619927704334259,0.4815303087234497,-0.024253908544778824,0.4115062355995178,0.4809343218803406,0.024335123598575592,other
23,IMG_1773.MOV,0.4286248981952667,0.14798873662948608,-0.26839974522590637,0.4792599081993103,0.22813810408115387,-0.10021807253360748,0.39120543003082275,0.2425147444009781,-0.0175844207406044,0.5001124143600464,0.35979384183883667,-0.18853452801704407,0.3780446946620941,0.3517470955848694,-0.05599645525217056,0.4570135176181793,0.36431336402893066,-0.3908191919326782,0.3622357249259949,0.3754114508628845,-0.277308851480484,0.3501891791820526,0.3810729682445526,-0.32555118203163147,0.3544854521751404,0.3694722056388855,-0.3515004515647888,0.4619670510292053,0.48150938749313354,-0.024254748597741127,0.4115075469017029,0.48087942600250244,0.024335810914635658,other
24,IMG_1773.MOV,0.4286317527294159,0.1480729728937149,-0.29018688201904297,0.47930148243904114,0.22827517986297607,-0.11743190884590149,0.39120709896087646,0.2432301789522171,-0.036775488406419754,0.5000550150871277,0.36065468192100525,-0.20923680067062378,0.3780316412448883,0.35258087515830994,-0.07836278527975082,0.4567378759384155,0.36435648798942566,-0.4129909574985504,0.3628615140914917,0.3758241534233093,-0.3007282316684723,0.35081642866134644,0.3810480535030365,-0.3497779965400696,0.35491734743118286,0.36937955021858215,-0.3738807737827301,0.4620361626148224,0.48181554675102234,-0.024153519421815872,0.41151726245880127,0.4816460609436035,0.024234797805547714,other
25,IMG_1773.MOV,0.4286319613456726,0.14811839163303375,-0.28925761580467224,0.47935768961906433,0.22833652794361115,-0.11477287113666534,0.39121702313423157,0.2432343065738678,-0.033572662621736526,0.4995022416114807,0.3622685372829437,-0.20215317606925964,0.37739890813827515,0.3539099395275116,-0.07440585643053055,0.4562237858772278,0.3649093508720398,-0.40402206778526306,0.36301109194755554,0.3759300112724304,-0.30146950483322144,0.3510710895061493,0.38108426332473755,-0.3512737452983856,0.35521990060806274,0.36908018589019775,-0.3751431405544281,0.462125688791275,0.48165661096572876,-0.02415289729833603,0.4116039574146271,0.48148250579833984,0.02423400804400444,other
26,IMG_1773.MOV,0.4286052882671356,0.14817187190055847,-0.28543931245803833,0.479393869638443,0.22847266495227814,-0.11261448264122009,0.39121943712234497,0.2434360384941101,-0.03121791034936905,0.4990881681442261,0.36239761114120483,-0.19940850138664246,0.37715208530426025,0.35397061705589294,-0.076622873544693,0.4559062421321869,0.3659971356391907,-0.3996787965297699,0.36428001523017883,0.375467985868454,-0.31060105562210083,0.35354286432266235,0.3807964324951172,-0.3622392416000366,0.35731878876686096,0.3683277666568756,-0.3830534815788269,0.4621298909187317,0.4816633462905884,-0.02361193113029003,0.4116143584251404,0.48150160908699036,0.023690111935138702,other
27,IMG_1773.MOV,0.4286029636859894,0.1486201137304306,-0.28558072447776794,0.4794975817203522,0.2284863442182541,-0.11580734699964523,0.39136213064193726,0.24343711137771606,-0.03421415016055107,0.49909666180610657,0.36249038577079773,-0.1998477429151535,0.37715065479278564,0.35405829548835754,-0.08158792555332184,0.4550909101963043,0.3672829270362854,-0.39664706587791443,0.3653849959373474,0.37535616755485535,-0.31272372603416443,0.35398533940315247,0.38065996766090393,-0.3641420900821686,0.35826072096824646,0.36821824312210083,-0.38465920090675354,0.4621794521808624,0.4816769063472748,-0.023616531863808632,0.41167792677879333,0.4815034568309784,0.023694723844528198,other
28,IMG_1773.MOV,0.42874959111213684,0.14858314394950867,-0.28575658798217773,0.4797431230545044,0.22850991785526276,-0.113594189286232,0.391500860452652,0.24364975094795227,-0.03651256114244461,0.4989490807056427,0.36264941096305847,-0.1974094957113266,0.37715256214141846,0.35414913296699524,-0.08494891226291656,0.45510661602020264,0.3672794997692108,-0.39389947056770325,0.3662821352481842,0.37504521012306213,-0.3157631754875183,0.35533255338668823,0.3802059292793274,-0.3672633469104767,0.3594556152820587,0.36747077107429504,-0.38747596740722656,0.4622526466846466,0.48168906569480896,-0.02328932285308838,0.4117686152458191,0.48147621750831604,0.023372286930680275,other
29,IMG_1773.MOV,0.42897647619247437,0.14888817071914673,-0.29098817706108093,0.47990286350250244,0.22845056653022766,-0.11705012619495392,0.3915070593357086,0.24380552768707275,-0.040669310837984085,0.49881213903427124,0.36280420422554016,-0.19711236655712128,0.3771155774593353,0.35417401790618896,-0.0881207138299942,0.45522230863571167,0.3677840828895569,-0.39241674542427063,0.3663903772830963,0.37475594878196716,-0.31867340207099915,0.35525694489479065,0.3797903060913086,-0.3700057864189148,0.35976430773735046,0.36676061153411865,-0.3907518982887268,0.4622570276260376,0.48169946670532227,-0.02325625903904438,0.4117870032787323,0.48145583271980286,0.023339122533798218,other
30,IMG_1773.MOV,0.42897605895996094,0.1488780528306961,-0.2957329750061035,0.47995060682296753,0.2284586876630783,-0.12363516539335251,0.3916506767272949,0.243806853890419,-0.04420458525419235,0.4988795220851898,0.36329925060272217,-0.2025901824235916,0.37711676955223083,0.35438117384910583,-0.09307578206062317,0.45537614822387695,0.3684007227420807,-0.39249828457832336,0.3666757643222809,0.37464219331741333,-0.3238559067249298,0.356017529964447,0.37946346402168274,-0.37543728947639465,0.3603716492652893,0.3659317195415497,-0.395361065864563,0.4622621238231659,0.4817558526992798,-0.02327013947069645,0.411789208650589,0.4814562201499939,0.023353248834609985,other
31,IMG_1773.MOV,0.4289849102497101,0.14912529289722443,-0.2939687669277191,0.4800276756286621,0.2284720242023468,-0.1225396916270256,0.39180368185043335,0.24383768439292908,-0.04210759326815605,0.4989255666732788,0.36357536911964417,-0.20377816259860992,0.37710869312286377,0.35453158617019653,-0.0897941067814827,0.4550071060657501,0.3683721423149109,-0.39401495456695557,0.36689260601997375,0.37455829977989197,-0.3195060193538666,0.35641130805015564,0.3791700005531311,-0.3704652786254883,0.36077064275741577,0.3654235601425171,-0.3909212052822113,0.46239280700683594,0.4818297326564789,-0.023266764357686043,0.4119035005569458,0.4814688265323639,0.02334965020418167,other
32,IMG_1773.MOV,0.4289710223674774,0.1492457538843155,-0.29355964064598083,0.4800742268562317,0.22849805653095245,-0.12175905704498291,0.39184483885765076,0.24389515817165375,-0.044072989374399185,0.4989195168018341,0.36363935470581055,-0.20315489172935486,0.3769070506095886,0.3546876907348633,-0.09420577436685562,0.4545406401157379,0.3698943555355072,-0.3791428208351135,0.3671797811985016,0.3745368719100952,-0.32451823353767395,0.3571728467941284,0.3778475522994995,-0.3764464259147644,0.3617454767227173,0.36328181624412537,-0.3945637345314026,0.4624590575695038,0.48189854621887207,-0.023037053644657135,0.41200777888298035,0.4814843535423279,0.023119810968637466,other
33,IMG_1773.MOV,0.4290049970149994,0.14922167360782623,-0.2921481132507324,0.4801584780216217,0.2284826934337616,-0.12005918473005295,0.39198657870292664,0.24389857053756714,-0.04289734736084938,0.49891984462738037,0.3636312782764435,-0.1980476677417755,0.3768308758735657,0.354915052652359,-0.091762013733387,0.45424169301986694,0.3707679510116577,-0.3684147894382477,0.36737725138664246,0.37431854009628296,-0.32190749049186707,0.35745295882225037,0.37668168544769287,-0.3739175498485565,0.362158864736557,0.3617061972618103,-0.3925161361694336,0.4624997675418854,0.4819093346595764,-0.023038387298583984,0.4120676815509796,0.4814610779285431,0.023121066391468048,other
34,IMG_1773.MOV,0.4291602075099945,0.1494784951210022,-0.29535430669784546,0.4801974892616272,0.22857435047626495,-0.12313740700483322,0.39201876521110535,0.2439073920249939,-0.044016968458890915,0.49901631474494934,0.36362889409065247,-0.1982550173997879,0.37532752752304077,0.3552381694316864,-0.10084833949804306,0.454181045293808,0.3705998361110687,-0.3706139624118805,0.3687714636325836,0.3740362823009491,-0.33585426211357117,0.358446329832077,0.37545448541641235,-0.3880082070827484,0.36524125933647156,0.3584405183792114,-0.4018486738204956,0.4624878466129303,0.48193442821502686,-0.02316749095916748,0.41204771399497986,0.48142367601394653,0.02324668876826763,other
35,IMG_1773.MOV,0.42919921875,0.14947542548179626,-0.3003126084804535,0.4802767038345337,0.22857537865638733,-0.12488643825054169,0.39201775193214417,0.24399708211421967,-0.05383690819144249,0.4990556538105011,0.36401569843292236,-0.19825783371925354,0.37517091631889343,0.35617923736572266,-0.10856160521507263,0.4541930854320526,0.37056997418403625,-0.3718949258327484,0.3686205744743347,0.3741799592971802,-0.3371887803077698,0.35888200998306274,0.37548139691352844,-0.3888999819755554,0.3649216890335083,0.3587176203727722,-0.4045989215373993,0.46252331137657166,0.4823562204837799,-0.02223379537463188,0.41204920411109924,0.4820154905319214,0.022307684645056725,other
36,IMG_1773.MOV,0.42917802929878235,0.14951275289058685,-0.3014086186885834,0.48034507036209106,0.22860947251319885,-0.1288810670375824,0.39207494258880615,0.244313582777977,-0.051178909838199615,0.49907371401786804,0.364199161529541,-0.2049368917942047,0.37517011165618896,0.3581638038158417,-0.11469657719135284,0.45374229550361633,0.37043797969818115,-0.37686267495155334,0.3714922070503235,0.3741540014743805,-0.3514639139175415,0.36201709508895874,0.3746413290500641,-0.40290823578834534,0.36763542890548706,0.356656014919281,-0.4143769145011902,0.46258148550987244,0.4825037717819214,-0.022658424451947212,0.4122079014778137,0.48205968737602234,0.022724024951457977,other
37,IMG_1773.MOV,0.42917677760124207,0.14952352643013,-0.2987217903137207,0.48035743832588196,0.2286289632320404,-0.12668319046497345,0.3920751214027405,0.24449527263641357,-0.04968912899494171,0.4990612864494324,0.364208847284317,-0.20127998292446136,0.3750759959220886,0.3584742546081543,-0.11557690054178238,0.45376887917518616,0.37053436040878296,-0.3695405125617981,0.37110739946365356,0.3741583526134491,-0.34946900606155396,0.3616168200969696,0.37428003549575806,-0.40041211247444153,0.36828285455703735,0.3561953902244568,-0.4122336804866791,0.46270063519477844,0.4826074242591858,-0.022103169932961464,0.41238299012184143,0.4823158085346222,0.02216673269867897,other
38,IMG_1773.MOV,0.42917361855506897,0.14950160682201385,-0.2973291277885437,0.4803662598133087,0.22859255969524384,-0.12480397522449493,0.3921193480491638,0.24448132514953613,-0.047743044793605804,0.4990430772304535,0.3642047047615051,-0.19928666949272156,0.3749905526638031,0.3584921061992645,-0.1104845330119133,0.4538508355617523,0.3705143928527832,-0.3644162714481354,0.37096354365348816,0.37214210629463196,-0.34607866406440735,0.3613148033618927,0.37375015020370483,-0.39710184931755066,0.36766067147254944,0.35579004883766174,-0.4092268943786621,0.4627644419670105,0.4826110899448395,-0.02242938056588173,0.41253188252449036,0.48228487372398376,0.022490790113806725,other
39,IMG_1773.MOV,0.42912033200263977,0.14947235584259033,-0.29691341519355774,0.48047715425491333,0.2286384254693985,-0.12448116391897202,0.39212766289711,0.24454359710216522,-0.04738488420844078,0.4993916451931,0.36452215909957886,-0.1991439312696457,0.3749951422214508,0.3592909574508667,-0.10564155876636505,0.4538871943950653,0.3710317313671112,-0.3654332756996155,0.37155601382255554,0.37220436334609985,-0.34039682149887085,0.36301666498184204,0.3730606138706207,-0.3908829092979431,0.3686756193637848,0.3549245595932007,-0.40576717257499695,0.4628337323665619,0.4826783239841461,-0.022437458857893944,0.4126620590686798,0.4824816584587097,0.022498903796076775,other
40,IMG_1773.MOV,0.42912009358406067,0.14947736263275146,-0.2840467095375061,0.48052364587783813,0.22862207889556885,-0.11606714874505997,0.39241406321525574,0.24452291429042816,-0.03943948820233345,0.4993974566459656,0.36450669169425964,-0.1837180107831955,0.37503698468208313,0.3591203987598419,-0.1033698320388794,0.45387712121009827,0.37167754769325256,-0.3482070863246918,0.37243059277534485,0.371845006942749,-0.3363054692745209,0.36273425817489624,0.3724213242530823,-0.3869495689868927,0.36927762627601624,0.3540516197681427,-0.40435361862182617,0.46301260590553284,0.48261797428131104,-0.022452790290117264,0.4130100905895233,0.48247697949409485,0.02251344919204712,other
41,IMG_1773.MOV,0.4292965829372406,0.1495467573404312,-0.29027554392814636,0.48063939809799194,0.22866636514663696,-0.11708299070596695,0.392413467168808,0.24472065269947052,-0.04542715474963188,0.4993991553783417,0.36450275778770447,-0.18378469347953796,0.3750353753566742,0.3594157099723816,-0.10738372057676315,0.45388728380203247,0.3716561198234558,-0.3526756465435028,0.37213951349258423,0.3718852698802948,-0.3403097093105316,0.3623785972595215,0.37198373675346375,-0.3915233314037323,0.36874496936798096,0.3536321818828583,-0.4068557024002075,0.4630584418773651,0.48306626081466675,-0.021972859278321266,0.4130171239376068,0.48300638794898987,0.02203332632780075,other
